gene	leverage
FGFR2	0.2426
FGFR3	0.223
FGFR4	0.1091
FRS2	0.0969
FRS3	-0.1624
GAB3	0.13
GRAP	-0.0812
GRB14	-0.3183
IRAK1	0.3498
KIF14	-0.0934
LTB4R2	-0.1058
MALT1	0.051
MAP2K4	0.0303
MAP3K7	0.3391
MKRN1	0.1544
PIK3R5	0.0963
PIK3R6	0.0805
PLXNA1	-0.2276
PPP1R3C	-0.3862
PTK6	-0.1339
RALGDS	-0.2234
RASD2	0.3905
RHEBL1	0.1116
S1PR3	-0.0082
SH2B2	-0.0624
SLC9A1	0.1484
SMO	0.1308
STRN	-0.0135
TFF1	-0.0612
TRHDE	0.08
UCHL1	0.1563
USP8	-0.0381
VLDLR	-0.2683
WDFY2	-0.0561
WNK4	-0.0012
SIK2	-0.0681
HOOK2	-0.3928
FGA	0.0258
ALCAM	-0.4506
PEF1	0.089
ALK	-0.0825
IRS4	-0.0203
MAP3K3	0.1366
PTPRG	-0.3771
LTK	-0.0537
ALOXE3	0.1215
FTH1	-0.3616
DOCK2	-0.2393
SRGN	-0.3817
ALPK1	0.1186
TAB3	-0.1751
TIFA	0.1487
ALS2	-0.227
ALS2CL	-0.3344
ALX1	0.2689
AMER2	-0.6566
DERL2	0.0295
ERLIN1	0.0112
ERLIN2	-0.0631
NGLY1	0.0673
TOM1L1	-0.2854
UBE2G2	0.0083
UBXN1	0.1357
UFD1	0.0659
AMOT	-0.3717
AMOTL1	-0.5429
AMOTL2	-0.4072
DKFZP666F1010	-0.5928
DKFZP686B23205	-0.3885
CDC20B	-0.3832
KATNB1	-0.2069
MAD2L2	0.0006
UBE2S	-0.1939
ANG	-0.0217
ANGPT2	-0.1389
BMX	-0.0885
FLT1	0.1681
FLT3	-0.1134
FLT4	0.022
GRB7	-0.307
IGF1R	0.4532
PTPRB	-0.182
TEK	0.0133
TNIP2	0.0697
ATP1A1	0.0363
ATP1A2	-0.0925
EHD4	-0.797
SCN3B	-0.5311
ANKRD13A	0.0422
ANKRD13B	0.0525
HBP1	0.015
ANKRD26	-0.6818
ANKRD27	-0.2359
RAB21	-0.3863
PSRC1	-0.2898
ANKRD54	0.0335
DIXDC1	-0.5039
DKFZP586M1622	-0.5767
DVL1P1	-0.4853
ANLN	-0.3271
FGF1	0.0285
FGF17	-0.0556
FGF20	-0.0919
FGF23	0.0078
FGF4	-0.0498
FGF5	-0.0429
FGF6	-0.0021
FGF8	-0.0234
FGF9	-0.0446
ANXA1	-0.0032
ANXA6	-0.4933
FPR1	0.0533
FPR3	-0.2573
PLA2G4A	-0.0059
ANXA3	0.2804
SMPD1	-0.3035
DMPK	0.1644
FGB	-0.1063
RAB14	-0.0347
RAB32	-0.2326
CD8B	-0.1993
DNAL4	-0.1219
NUMB	0.0739
RPS6KA4	-0.1476
PSAP	-0.1098
LAMP2	-0.2272
APBB1IP	-0.1447
FGG	-0.1032
APBB2	-0.0499
BCL9L	-0.3125
DKFZP434G2016	0.0387
DKK3	-0.25
LZTS2	-0.1717
MACF1	-0.1488
MAPRE2	-0.3884
MAPRE3	-0.4144
NAV3	-0.6566
RANBP9	-0.0906
SPECC1L	-0.1194
ZNF106	-0.0693
ZRANB1	-0.3938
APLN	-0.1565
LOXL3	0.3119
LGALS9	-0.4131
APOL5	-0.4624
ATCAY	0.2897
CAVIN4	-0.2325
CDK17	0.4051
CDKL2	-0.0198
CHRNA7	-0.1754
DCLK1	-0.5548
DUSP3	-0.2621
DYNLT1	-0.0139
DYRK2	0.1448
ELK1	0.1777
FLOT1	-0.2976
FLOT2	-0.3055
GAPDHS	-0.0112
HASPIN	0.0213
KISS1	-0.0734
LIMA1	0.033
LIMK1	-0.0276
MAG	-0.2849
MAPK15	-0.1356
MAPK4	-0.3688
MAPK8IP1	-0.1497
MAPKAPK5	0.0292
ODAM	0.066
OLFM1	0.2849
PTPN7	0.0327
RGS14	-0.0404
RNF41	-0.0231
SGK2	0.0637
SOX7	0.2177
SUGT1	0.2261
ZAP70	0.2057
RAB7B	-0.076
DTNA	-0.3824
KLF15	-0.2383
SH2D2A	-0.0509
BMF	-0.1116
PTGER4	0.1048
SPRY2	0.1499
TNS2	-0.7565
ZNF16	-0.2164
TRPV4	0.0571
CDC25B	0.0397
CDKN2A	0.148
HSH2D	0.0486
MATK	-0.1669
SHB	-0.1055
UBA3	0.118
MYO18A	-0.2839
INPP5D	0.1043
KDELR2	0.0551
KDELR3	0.0538
ARC	-0.3892
CORO1B	-0.4923
BNIP1	-0.2348
NBAS	-0.3262
RINT1	-0.1957
SURF4	-0.2471
USE1	-0.1334
IL1RL1	-0.1113
IL33	-0.0083
IRAK4	0.0565
LRIG1	0.0077
PAG1	-0.041
PTPN3	-0.4749
PTPRK	-0.1074
SPRY1	-0.181
AREL1	0.05
GGA3	-0.3232
SHANK3	-0.3462
ARL4C	-0.1773
IPCEF1	0.0208
IQSEC1	0.13
KIF5B	0.0421
MAPK8IP3	-0.3288
RAB11FIP4	-0.0458
RAB4A	-0.0674
RALA	-0.0426
SCAMP2	-0.4623
ARFGEF1	-0.5083
KANK1	-0.5251
ARL4A	-0.0787
ARL4D	-0.1438
SDCBP	-0.1643
RND1	-0.2613
RND2	-0.6624
RND3	-0.5786
PACSIN1	-0.4175
GABRR1	-0.0874
CD53	-0.1761
IL16	-0.1077
PLEK	-0.3047
CDC42EP2	-0.1921
HEL-176	-0.6799
PLXNB1	-0.1258
SEMA4D	-0.3152
THY1	-0.1494
DKFZP686N1969	0.0828
HTR3C	-0.4912
LINGO1	-0.4653
OMG	-0.1325
PLXNA2	-0.2848
PLXNA3	-0.2999
PLXNA4	-0.2865
PLXNB2	-0.1978
PLXNB3	-0.467
PLXNC1	-0.5684
PLXND1	-0.4561
RTN4R	-0.7336
FCMR	-0.6488
SLA	-0.1134
UCP2	-0.1195
LSP1	-0.2819
RTKN	-0.199
LIMCH1	-0.8776
TAX1BP3	-0.4899
DKFZP761N1814	-0.6087
EPB41L4B	-0.208
DAAM1	-0.3421
CGNL1	-0.4749
MAP2K7	0.07
RIPK2	0.1855
TUBB1	-0.1939
TUBB2A	-0.1918
TUBB2B	-0.2189
TUBB3	-0.0509
TUBB6	-0.1681
TUBB8	-0.0594
ARHGEF28	-0.0371
DLG5	-0.3497
CD244	-0.6894
PPP1R12A	-0.0312
CBLL1	0.1124
UBE2E3	0.1244
UBE2R2	0.1643
ARL13B	-0.0424
INPP5E	-0.155
TBCC	-0.4074
TBCD	-0.2193
TBCE	-0.3045
RP1L1	-0.1351
EVI5	-0.4714
ARL8A	-0.3965
DKFZP686O0451	0.2239
LDHAL6A	0.2789
SIM1	0.2132
PER1	-0.1425
ARPC4-TTLL3	-0.4423
SH3GL3	-0.2115
HEL-S-307	-0.2519
NIF3L1	0.2043
OPN1LW	0.0614
OPN1MW3	0.0253
OPN1SW	0.0253
TBXA2R	0.0705
CHRM3	0.1203
CHRM4	0.1631
CHRM5	0.0866
GALR1	0.0499
GALR3	0.0265
GAS8	-0.1622
HRH4	0.0377
KISS1R	0.1076
OPRD1	0.0794
PTCH1	-0.1675
PTH1R	0.0829
RXFP3	0.0155
GHSR	-0.1788
ARSB	0.2059
ARTN	-0.2358
GFRA1	-0.048
GFRA3	-0.2388
IRS2	0.2444
ARVCF	-0.3313
CDH8	-0.2162
ASAH2	0.1198
SH2B1	-0.2912
SH2B3	-0.2315
ASCL2	0.1943
CABIN1	-0.306
TLK2	-0.4754
TTK	-0.2659
ASIP	-0.6849
MC1R	-0.3095
ASPM	-0.133
ASS1	-0.331
SCYL3	-0.1197
CD8A	-0.1292
PRKD2	0.0917
PRKD3	0.0612
VIPR1	-0.1008
PDYN	-0.1137
PENK	-0.0383
VEGFC	0.1554
VEGFD	0.1837
MAPKAPK3	-0.2841
MKNK1	-0.2851
MKNK2	-0.2504
PTP4A1	-0.2704
ETV1	-0.2552
PEX6	0.1346
MFN1	0.0797
MFN2	-0.1686
MTERF3	0.0459
ATIC	-0.434
SPAST	-0.4109
BRAT1	-0.2446
TAOK2	-0.3453
TAOK3	-0.097
MBP	0.262
NOC2L	0.15
SOD3	0.1307
FXYD2	-0.0924
KL	-0.1403
ATP1A3	0.0445
ATP1A4	-0.0973
NGB	-0.2441
ATP1B4	0.0492
ATP5IF1	0.0335
NPHS2	-0.4197
STOML1	-0.6992
CAPNS1	-0.4076
RAB29	-0.2193
CENPX	-0.1983
NOSIP	0.1086
NELL1	0.0961
GPR12	-0.3854
GPR6	-0.3854
SORCS3	-0.5607
SOX3	0.0744
SPEN	-0.1113
OTUB2	0.0946
RFFL	0.1036
SYVN1	0.0282
CDC42BPB	-0.2979
CDC42BPG	-0.2398
CHFR	-0.3212
CIT	-0.1766
CPEB2	-0.0173
CPEB3	-0.125
CPEB4	-0.0173
DLGAP5	0.1055
SPAG5	-0.2169
TACC1	-0.3846
TACC3	-0.3356
AURKC	-0.5069
BIRC6	-0.2981
KIF20A	-0.4592
KLHL13	-0.2143
KLHL9	-0.2002
PPP1R13L	0.0553
PRC1	-0.0717
PUM1	-0.0987
SMC4	-0.2886
STMN1	-0.233
GPR31	-0.1745
MAP3K4	-0.1922
USP34	-0.5584
AXL	-0.0483
MERTK	-0.5706
TYRO3	-0.3198
CD3E	0.0942
KLRC2	-0.0968
KLRD1	-0.1109
TRAV3	-0.055
TRB	-0.0366
TYROBP	-0.0855
B3GALNT2	-0.7131
CHI3L1	-0.2337
BCL6B	0.1601
UBE2Z	-0.0237
ERRFI1	-0.155
GOLGA6A	-0.2733
MARCH6	0.0909
UBL7	0.1935
BAIAP2L1	-0.1787
IQSEC2	-0.0674
BAIAP2L2	-0.8829
CAPN2	-0.2507
MT-RNR2	-0.1268
PTPRJ	-0.0801
BASH	-0.3457
BCR/ABL	-0.2926
PTAFR	-0.1721
SKAP1	-0.0388
ZNF750	-0.1006
NFATC3	0.0251
DNAJC27	-0.5197
IGF1	0.1916
IRS1	0.3653
PEAK1	-0.5367
PTPN12	-0.1147
RAP2A	-0.3256
RAP2B	-0.6085
RGS1	0.0556
SH2D3A	0.0101
SH2D3C	-0.5177
SRCIN1	-0.0805
TNS3	-0.3563
VEGF	-0.131
VEGFR1	-0.1565
ZC3HC1	0.0638
CASS4	-0.1701
CARD9	-0.0143
RNF181	0.0474
CDH11	-0.1865
MS4A1	-0.1983
FKBP8	-0.1693
MAL	-0.5703
LIME1	-0.085
PIR	-0.265
PPM1F	-0.2925
HLTF	-0.0822
JPH4	-0.8264
SH2D5	-0.8264
DOCK3	0.2002
GIPC1	-0.3474
MAP2K5	-0.468
NTF3	-0.1114
NTF4	-0.2164
CD2	-0.225
GJA1	0.2469
BEGAIN	-0.2693
OIP5	-0.4494
RASD1	0.0759
EXD1	-0.1156
BICD2	-0.1509
BICDL1	-0.3926
BICRA	-0.1519
GZMB	-0.2118
BIRC7	-0.1783
C17ORF47	-0.2729
CCDC8	-0.0008
CUL7	0.0816
CUL9	0.066
OBSL1	0.0043
USP9X	-0.0098
BLNK	0.0523
DAPP1	-0.1781
ITK	0.1539
PTPN13	-0.174
TRPV6	-0.061
SCIMP	-0.0348
BLZF1	-0.3259
DSPP	-0.0647
POMK	-0.3461
DHH	-0.7349
NTN3	-0.8006
DAZ1	-0.0522
NLE1	0.3662
PLEKHM2	-0.4498
MAZ	-0.5035
KIDINS220	-0.4445
HERC1	0.2424
PCLAF	0.0722
PTRH2	0.0416
RNF169	0.1697
SKA3	-0.2372
STXBP4	-0.3087
NMB	-0.1667
BSCL2	0.2595
LPIN1	-0.4083
SLC7A5	-0.3855
BTBD18	-0.1127
MEMO1	-0.5052
KLRK1	-0.1367
MYLK2	-0.1655
TREM2	-0.0555
BTLA	0.0223
CDC34	-0.1177
PTPN18	0.1383
MKI67	-0.4679
MAD2L1BP	-0.0968
DYNLT3	-0.121
BVES	-0.3765
BZW2	-0.2973
SCN2B	-0.4058
C-ERBB-3	-0.0256
C-FGR	-0.1636
C10ORF90	0.2704
C16ORF35	-0.2799
CD93	0.2673
C3AR1	-0.2071
C5AR2	-0.3639
CFH	-0.1767
CPN2	0.2393
C5AR1	-0.2404
GPR32	0.0747
CA9	-0.2638
STK39	-0.6551
CACNA1H	-0.4072
CACNA1I	-0.3863
CALCB	-0.2203
SEPTIN8	-0.3812
IAPP	-0.1821
CAMKMT	-0.3689
CHP1	-0.8079
CRHR1	-0.1252
GAP43	-0.2321
HIGD1A	-0.078
MAP6	-0.3301
MAP6D1	-0.3681
MARCKS	-0.0418
MYLK3	-0.1456
MYLK4	-0.1485
NCALD	-0.3027
NRGN	-0.0311
PPEF2	-0.2659
PPM1E	-0.1621
PPP1R12B	-0.3284
PTPRA	-0.0745
SCTR	0.2091
SLC9A6	-0.3311
SNTA1	-0.32
LGR4	-0.3442
KATNA1	-0.3644
PHLDB2	0.0195
PLEKHA7	-0.2862
DUSP6	-0.1127
KBTBD7	0.0969
MLC1	-0.3957
CAPN10	-0.6002
CAPN11	-0.6002
CAPN12	-0.6002
CAPN15	0.0364
CAPN5	-0.6002
CAPN6	-0.6002
CAPN7	-0.6002
CAPN9	-0.5912
CARMIL1	-0.5347
TRIOBP	-0.0702
HEL-S-86	-0.54
CARD6	0.1891
IL18	-0.1325
NLRP4	0.0281
VAC14	-0.4746
RNF34	0.0484
TNLG4A	-0.6036
DBNL	-0.2485
GAS2	0.3347
GZMM	-0.2106
SLK	-0.0834
TNS4	-0.4138
UNC5A	-0.3385
WNK3	-0.0177
CASR	-0.0108
CD63	-0.3879
GJA4	-0.4831
POPDC2	-0.4254
POPDC3	-0.4254
SGCA	-0.5905
SGCE	-0.3868
CD33	-0.0637
CD5	-0.0443
FGF10	-0.0721
FGF16	-0.0874
FGF18	-0.0449
FGF19	-0.0872
FGF22	-0.0864
FGF3	-0.0766
FGF7	-0.0412
KITLG	0.1527
KLB	-0.1112
PTPRC	0.1999
SH3GL1	-0.2849
SH3GLB2	-0.2933
SPRY4	-0.1557
UBE2G1	0.0629
DDR2	-0.0624
GRID2	-0.4588
TRIM33	0.1016
UBXN7	0.1356
TBCB	-0.2582
CCDC92	0.0481
DSTYK	-0.4076
CXCL11	0.0047
CCM2	-0.4802
KRIT1	-0.0001
CDT1	-0.1426
SPICE1	-0.3918
CETN1	0.0505
NEK3	0.2331
CCPG1	0.0951
CXCL2	0.0057
CXCL3	-0.0851
CXCL6	-0.253
PPBP	-0.1974
GPR18	-0.2816
RGS7	-0.1408
RGS9	-0.1966
CCZ1B	-0.357
MON1A	-0.0963
CD101	-0.226
CD151	-0.4366
FLJ00308	-0.2028
PIK3AP1	-0.0894
FCGR3B	-0.1627
CIB1	-0.3883
CTLA4	-0.1083
ICOSLG	-0.1636
TPCN2	-0.6578
TRAT1	-0.0069
ICOS	-0.1695
SIRPA	-0.2206
NCF4	-0.2451
IGSF8	-0.2516
USP44	-0.4971
HOMER3	-0.3366
CDC42SE1	0.0419
CDC42SE2	-0.0494
HEMGN	-0.3187
KIFC3	-0.0301
KLK7	-0.3053
MEP1B	-0.1627
MGAT3	-0.0352
PTPRT	-0.3938
SNX1	-0.17
CDH10	-0.088
CDH6	-0.3276
CDH9	-0.2711
CDH12	-0.3004
CDH18	-0.3004
CDH7	-0.2802
DGCR2	-0.2878
CDH4	-0.2857
PTPRO	-0.3389
CDH20	-0.0596
CDH24	-0.1875
PKP4	-0.5021
CDHR5	-0.0581
INPP5F	-0.5096
PI4K2A	-0.3846
PI4K2B	-0.4548
PIK4CA	-0.5096
SACM1L	-0.4566
DKFZP686G14213	-0.1303
EEF2K	-0.2598
STK17A	0.301
VCPIP1	0.3239
MAP3K2	-0.1307
MYT1	0.2205
NKD2	-0.4704
NEFH	-0.4914
SEMA3A	-0.4858
CEP68	-0.1845
NCKAP5L	-0.3665
CDKL1	0.2429
MLL2	-0.3794
RNF123	0.1756
INCA1	-0.3563
GAS2L1	-0.264
CEACAM8	-0.1592
EID1	-0.0994
PCYT1B	-0.0845
PLAC8	-0.3119
PTGES2	0.3287
SLC2A4RG	0.2276
ZIM2	0.2429
ZNF280D	0.2245
CENPW	-0.5667
HJURP	-0.4294
MIS18A	-0.4997
MIS18BP1	-0.5667
RSF1	-0.3822
KIFC1	-0.6173
TRAPPC12	-0.2953
CENPV	-0.1693
CEP350	-0.0589
PPP1R16B	-0.1686
KIZ	-0.2007
SPART	0.0202
NEK1	-0.22
SSH1	-0.4183
ERLEC1	0.0317
LHB	-0.1902
CHD6	0.4246
CHGB	-0.0516
CHKA	-0.1742
CHKB	-0.1843
DENND1B	-0.3249
DENND1C	-0.3249
DENND2A	-0.2908
DENND3	-0.3976
DENND4A	-0.138
DENND4B	-0.3202
DENND5A	-0.3673
DENND5B	-0.3501
DENND6A	-0.3195
DENND6B	-0.3195
HPS1	-0.3878
HPS4	-0.3478
RAB12	-0.3843
RAB31	-0.2697
RAB3IL1	-0.1865
RABIF	-0.2929
RIN2	-0.3065
SBF1	-0.369
SBF2	-0.3812
STAMBP	-0.2591
KNSTRN	-0.3238
ZFYVE28	-0.1773
LYVE1	-0.4833
SLC9A3	-0.3673
CHRFAM7A	-0.3629
ZBP1	0.0659
STMN2	-0.4427
ZBTB49	0.1921
CITED4	0.2457
SLAIN2	-0.1474
CLC	0.0371
MPIG6B	-0.1807
CLIC4	0.2592
FTL	-0.3645
CLIP-170	-0.3732
DNAH1	-0.2299
DNAH5	-0.2197
DNAH8	-0.2197
HEL-36	-0.2299
CLIP2	-0.282
FCGR2C	-0.5461
FAM107A	-0.0016
CLTRN	-0.1177
DYNC2H1	-0.0797
CMTM8	-0.0617
SLC24A1	-0.1545
GNAT2	-0.1728
CNKSR1	-0.0315
CNP	-0.3292
CNR2	-0.1281
PTPRZ1	-0.3501
NID2	-0.4842
DDR1	-0.2253
RNF139	0.0418
PLEKHO1	-0.0736
RGS19	-0.0494
CORO1C	0.0414
CORT	-0.2892
HOMER2	-0.3494
CPA4	0.1298
PMCH	-0.1526
CPLANE1	-0.3196
CRB1	-0.8059
CRB3	-0.6282
GREB1	0.241
JMY	0.1903
CRHR2	-0.2036
CRIP1	0.2089
DOCK5	-0.1033
ID4	-0.4271
TXK	-0.0813
GAREM1	-0.2529
MAP4K5	-0.3063
PLEKHA1	-0.3145
PAFAH1B3	-0.0136
PID1	0.1449
HSPB2	-0.3613
PTPN2	0.0887
FLT3LG	-0.1986
PDGFD	-0.3595
PGF	0.0018
IGF-I	-0.1262
SIT1	0.0463
TFF2	-0.198
TFF3	-0.1798
FAM83D	-0.0355
FAM83H	-0.753
MAP1B	-0.1943
PDAP1	0.0417
PDLIM5	-0.2731
SOX13	0.1049
EID2	0.1387
HOXC10	-0.0232
VRTN	0.3229
PKP3	-0.2806
CTNNBIP1	-0.0696
CXADR	-0.1791
IGFBP2	0.3273
LRRC1	0.1618
PTK7	-0.4319
PTPN14	-0.3164
RANBP3	0.0175
VEZT	-0.0677
FBXL2	0.0553
IREB2	0.1403
KCTD5	0.2307
DBR1	0.0271
JAML	-0.3128
DPP8	-0.84
GPR183	-0.1794
CXXC4	-0.3993
NOX3	-0.0384
NOXO1	-0.0545
LTB4R	-0.1075
TMEM108	-0.5443
POR	0.3143
FFAR2	-0.1729
FFAR3	-0.172
GNRHR2	-0.1695
GPR132	-0.1445
GPR143	-0.1424
GPR17	-0.1976
GPR39	-0.167
GPR68	-0.172
GRPR	-0.2884
HCRT	-0.1694
HCRTR2	-0.1648
MCHR1	-0.1802
MCHR2	-0.1884
MLN	-0.1703
MLNR	-0.1446
NMS	-0.1987
NMU	-0.1987
NMUR1	-0.2067
NMUR2	-0.2039
NPFF	-0.1681
NPFFR1	-0.1695
NPFFR2	-0.1656
NPS	-0.167
NPSR1	-0.167
P2RY11	-0.1357
P2RY6	-0.172
PROK1	-0.172
PROK2	-0.172
PROKR1	-0.172
QRFP	-0.172
QRFPR	-0.1695
TAC1	-0.085
TAC3	-0.0558
TACR2	-0.134
TACR3	-0.134
TRHR	-0.1578
UTS2	-0.1694
UTS2B	-0.172
UTS2R	-0.1694
DAAM2	-0.0629
MIB1	0.0915
DRP2	-0.519
POMGNT1	-0.7131
POMGNT2	-0.7131
POMT1	-0.6804
POMT2	-0.6804
DAP	-0.3025
UNC5C	-0.2512
DCBLD2	-0.1127
DSCAM	-0.3093
NTN4	-0.4227
PITPNA	-0.1762
SLIT3	-0.1987
UNC5D	-0.1677
DCHS2	-0.6555
TMPRSS6	-0.4602
TUBB8B	-0.1492
SAMHD1	-0.0847
USP24	0.2881
DDIAS	0.1318
FAM98A	-0.0824
MCM3AP	-0.1319
UBA7	0.0778
DEF6	0.127
DENR	0.2377
DEPP1	0.1198
RNF103	0.0635
SELENOS	0.0326
TMEM129	0.1679
TRIM13	0.1197
SYNM	-0.3967
DESI1	-0.0346
DHCR24	0.2837
DIRAS1	-0.3853
DIRAS2	-0.0839
NSFL1C	0.0501
UBXN11	0.2384
DTX4	0.0319
RWDD1	-0.109
GPER	0.0533
GPER1	-0.101
DKFZP667A016	-0.4339
IGSF5	-0.3225
MARVELD2	-0.319
PRAM1	-0.5044
DKFZP686F1789	-0.0685
DKFZP686J08252	-0.3773
DKFZP762N1113	-0.587
RSPO1	-0.0201
PLAA	-0.7419
LRFN1	-0.4159
LRFN2	-0.5017
NETO1	-0.5784
SIPA1L1	-0.3607
ELAVL3	-0.1254
GDA	-0.3499
GPR85	-0.5021
GRIN3B	0.0315
MAPK8IP2	-0.3402
SEMA4C	-0.2602
SEMA4F	-0.2618
SLC6A2	0.1705
ZDHHC15	-0.5021
SGCG	-0.4321
SGCZ	-0.4677
GARNL3	-0.622
DNASE2	-0.1765
SNX33	-0.56
DOCK4	-0.2502
SNX18	-0.5486
ELMO3	-0.3673
GFRA2	-0.2388
GFRA4	-0.2397
NRTN	-0.234
PSPN	-0.2358
DOK3	-0.0899
DOK7	-0.8748
DOP1B	-0.1127
GHRH	0.0581
DRAM2	0.1395
DRAXIN	-0.6269
PTGDR	0.0354
PTGIR	0.0746
DUSP10	-0.1818
DUSP14	-0.436
DUSP15	0.0
DUSP16	-0.1812
DUSP8	-0.443
DUSP18	-0.4512
DUSP19	-0.4139
DUSP21	-0.4352
DUSP4	-0.2745
DUSP7	-0.281
DUSP5	-0.3144
DUSP9	-0.2202
PTPN21	-0.2418
DUX1	-0.2791
MAP3K12	-0.3195
MYRFL	-0.4482
PRICKLE4	-0.4195
TMEM88	-0.4753
MORC3	-0.115
RAPGEF6	-0.453
DYRK1B	-0.4182
DZIP1L	-0.6016
NUSAP1	-0.3058
ECSCR	-0.5257
EDIL3	-0.2111
HCAR1	-0.2622
HCAR2	-0.2622
HCAR3	-0.2622
NPY1R	-0.2653
SUCNR1	-0.2622
LMBR1	-0.0105
RGS3	-0.0525
INSRR	-0.226
GPM6B	0.0196
GPNMB	-0.3293
GPRC5A	0.0165
GPRC5B	0.1891
LAMP1	0.3734
NLRP10	-0.0428
NUCKS1	0.3249
PRSS42P	-0.1127
RAPH1	-0.0237
S100A7	0.1689
SERPINB12	-0.0852
TBRG4	0.2296
KBTBD2	0.0341
KDM7A	0.2245
ZBTB37	0.2643
HOXB2	0.2433
SERPINB1	-0.4047
HMGN4	-0.0166
ELMSAN1	-0.2453
KLHL8	0.2588
EMILIN1	-0.0999
EML3	-0.1037
EMP2	-0.3837
ENGASE	0.1781
ENTR1	-0.5916
FAM3B	0.1198
FIG4	0.1547
FOXO3B	0.2247
GATM	0.1198
GPCPD1	0.1198
GTF2I	-0.3395
HEXB	-0.3505
HMOX2	0.2722
KLF7	0.2356
LHX6	0.1392
LMCD1	0.158
MFSD10	0.1198
MN1	0.2535
MYNN	0.1607
MYSM1	0.4282
NAV2	0.1316
P2RX5	0.1684
PARP15	0.1241
PRUNE2	0.1812
SASH1	0.1198
SELENOW	0.1198
SHF	0.1794
SOAT2	0.2046
SOHLH2	0.128
SS18L1	0.2821
ST8SIA2	0.1455
SULF1	0.1198
TCIM	0.2106
TMEFF2	0.1198
TMEM150C	0.1198
TMEM214	0.1323
TRERF1	0.2198
TSPAN1	0.1267
VAMP5	-0.406
WWC2	-0.5203
ZBED2	0.1198
ZNF225	0.3088
ZNF257	-0.1707
ZNF280B	0.2873
ZNF300	0.387
ZNF74	0.3225
ZNF793	0.3189
EPM2A	0.0955
MYO15A	-0.4029
USP45	0.2171
ERP29	0.0507
NDRG2	0.1384
ZNF239	0.1182
SALL2	-0.2262
WASH2P	-0.3504
MISP	-0.6132
TCF25	0.1922
GP1BA	-0.1632
GP5	-0.1058
GP9	-0.2186
GPR20	-0.4467
GPR55	-0.2987
POLN	-0.0078
NUCB1	-0.174
FAM83A	-0.1454
FAM89B	-0.7236
HSD17B12	0.0473
ZNHIT3	-0.0032
FBLIM1	-0.4762
TTI1	-0.1383
FCERI	-0.1554
FCHSD2	-0.1493
SCN1A	0.0178
FGFR1OP2	-0.1237
FLJ00017	0.2263
SORBS2	-0.2477
FOXN3	-0.3199
HEBP1	-0.178
FREM1	-0.3318
FREM2	-0.3318
PCDHJ	-0.6555
FRMD5	-0.6168
SUMO4	-0.1111
WDPCP	-0.5241
FYB2	-0.0695
PTPN5	-0.1554
ZNRF3	0.084
TMA16	-0.1231
SGMS1	-0.0282
UGCG	-0.188
GAL	-0.1753
GAS2L2	-0.3732
GPR150	0.0561
GLP2R	0.119
GNL1	-0.2781
PLEKHF2	-0.0412
RAB24	-0.1745
RAB3B	0.0369
RAB4B	-0.2307
GLRA2	-0.2854
PLA2G7	-0.2965
SLC35E1	-0.3353
PLA2G4B	-0.1751
PLA2G4C	-0.1878
PLA2G4D	-0.142
PLA2G4E	-0.142
PLA2G4F	-0.142
RGS13	-0.125
RGS16	-0.145
RGS17	-0.123
RGS18	-0.1952
RGS21	-0.2341
RGS4	-0.0886
RGS5	-0.1986
S1PR2	-0.0819
S1PR5	-0.2248
PSCD3	0.2263
RXFP4	-0.1913
GPSM2	-0.2773
INSL5	-0.3108
MMP17	-0.0319
NPB	-0.178
NPBWR1	-0.178
NPBWR2	-0.178
NPW	-0.178
NPY2R	-0.1727
NPY5R	-0.3027
OXER1	-0.178
OXGR1	-0.178
P2RY12	-0.1612
P2RY13	-0.178
P2RY14	-0.178
P2RY4	-0.1746
PAQR5	0.2036
PNOC	-0.1772
PPY	-0.3039
PTGDR2	-0.178
PYY	-0.3005
RGS10	-0.2845
RGS11	-0.3761
RGS12	-0.1884
RGS20	-0.3876
RGS6	-0.3614
RGS8	-0.3458
RLN3	-0.2538
RXFP1	-0.2499
TAS1R1	0.0347
TAS1R2	-0.2542
TAS1R3	-0.2542
TAS2R1	-0.178
TAS2R10	-0.1755
TAS2R13	-0.178
TAS2R14	-0.178
TAS2R16	-0.173
TAS2R19	-0.178
TAS2R20	-0.178
TAS2R3	-0.178
TAS2R30	-0.178
TAS2R31	-0.178
TAS2R38	-0.178
TAS2R39	-0.178
TAS2R4	-0.178
TAS2R40	-0.178
TAS2R41	-0.178
TAS2R42	-0.178
TAS2R43	-0.178
TAS2R45	-0.178
TAS2R46	-0.178
TAS2R5	-0.178
TAS2R50	-0.178
TAS2R60	-0.178
TAS2R7	-0.178
TAS2R8	-0.178
TAS2R9	-0.178
MRGPRX1	0.0667
NUCB2	-0.3538
RIC8B	-0.3725
RXFP2	-0.2045
GPBAR1	0.0541
GPHB5	0.0565
GPR176	0.0541
GPR27	0.0541
GPR83	-0.22
GPR84	0.0541
INSL3	-0.2173
MC5R	0.0751
PTH2	0.0547
PTH2R	-0.1206
RLN2	-0.2173
SCT	0.0638
TAAR1	0.0541
GOLGA6B	-0.2785
GOLGA6C	-0.2785
GOLGA6D	-0.2785
GOLGA8A	-0.2768
GOLGA8CP	-0.2785
GOLGA8DP	-0.2785
GOLGA8F	-0.2785
GOLGA8H	-0.2785
GOLGA8IP	-0.2785
